1	Quận	Nc	B-LOC	3	sub
3	tuyến	N	O	1	pob
4	phố	N	O	3	nmod
5	này	P	O	3	det
6	,	CH	O	10	punct
7	100%	M	O	9	det
8	các	L	O	9	det
9	cơ_sở	N	O	4	nmod
10	được	V	O	9	nmod
11	phổ_biến	V	O	10	vmod
12	kiến_thức	N	O	11	dob
13	ATTP	Np	O	12	nmod
14	cho	E	O	11	iob
15	người	N	O	14	pob
16	chế_biến	V	O	15	nmod
17	kinh_doanh	V	O	16	vmod
18	;	CH	O	21	punct
19	100%	M	O	20	det
20	tuyến	N	O	17	dob
21	phố	N	O	20	nmod
22	đảm_bảo	V	O	20	nmod
23	mỹ_quan	N	O	22	dob
24	đô_thị	N	O	23	nmod
25	;	CH	O	29	punct
26	100%	M	O	27	det
27	cơ_sở	N	O	23	nmod
28	kinh_doanh	V	O	27	nmod
29	dịch_vụ	N	O	28	dob
30	ăn_uống	V	O	27	nmod
31	được	V	O	30	vmod
32	cấp	V	O	31	vmod
33	giấy	N	O	32	dob
34	chứng_nhận	V	O	33	nmod
35	cơ_sở	N	O	33	nmod
36	đủ	A	O	33	nmod
37	điều_kiện	N	O	36	dob
38	ATTP	Np	O	37	nmod
39	,	CH	O	30	punct
40	ký	V	O	0	root
41	cam_kết	V	O	40	vmod
42	đảm_bảo	V	O	41	vmod
43	ATTP	Ny	O	42	dob
44	;	CH	O	40	punct
45	100%	M	O	46	det
46	cơ_sở	N	O	41	dob
47	kinh_doanh	V	O	46	nmod
48	dịch_vụ	N	O	47	dob
49	ăn_uống	V	O	48	nmod
50	,	CH	O	40	punct
51	thức_ăn	N	O	53	sub
52	đường_phố	N	O	51	nmod
53	được	V	O	40	vmod
54	thanh_tra	V	O	53	vmod
55	,	CH	O	54	punct
56	kiểm_tra	V	O	54	vmod
57	,	CH	O	54	punct
58	giám_sát	V	O	54	vmod
59	tối_thiểu	A	O	58	vmod
60	4	M	O	61	det
61	lần	N	O	58	ext
62	/	CH	O	61	punct
63	cơ_sở	N	O	61	nmod
64	/	CH	O	61	punct
65	năm	N	O	61	nmod
66	;	CH	O	40	punct
67	trên	E	O	63	loc
68	90%	M	O	69	det
69	cơ_sở	N	O	67	pob
70	có	V	O	69	nmod
71	nguồn_gốc	N	O	70	dob
72	thực_phẩm	N	O	71	nmod
73	được	R	O	74	adv
74	kiểm_soát	V	O	69	nmod
75	;	CH	O	40	punct
76	không	R	O	77	adv
77	để	V	O	40	vmod
78	xảy	V	O	77	vmod
79	ra	R	O	78	adv
80	vụ	N	O	78	dob
81	ngộ_độc	V	O	80	nmod
82	thực_phẩm	N	O	81	dob
83	đông	A	O	82	nmod
84	người	N	O	83	amod
85	mắc	V	O	84	nmod
86	.	CH	O	40	punct
1	Với	E	O	36	adv
2	mô_hình	N	O	1	pob
3	nâng	V	O	2	nmod
4	cao	A	O	3	vmod
5	năng_lực	N	O	3	dob
6	tự	P	O	7	vmod
7	quản_lý	V	O	5	nmod
8	ATTP	Ny	O	7	dob
9	bếp	N	O	8	nmod
10	ăn	V	O	8	nmod
11	tập_thể	N	O	10	dob
12	trường_học	N	O	11	nmod
13	,	CH	O	2	punct
14	quận	N	B-LOC	2	nmod
15	Long_Biên	Np	I-LOC	14	nmod
16	duy_trì	V	O	2	nmod
17	mô_hình	N	O	16	dob
18	tại	E	O	17	loc
19	4	M	O	20	det
20	trường	N	O	18	pob
21	tiểu_học	N	O	20	nmod
22	(	CH	O	20	punct
23	Gia_Quất	Np	B-LOC	20	nmod
24	,	CH	O	20	punct
25	Đô_thị	Np	O	20	nmod
26	Việt_Hưng	Np	O	20	nmod
27	,	CH	O	26	punct
28	Gia_Thuỵ	Np	B-LOC	26	nmod
29	,	CH	O	26	punct
30	Đoàn_Kết	Np	B-PER	26	nmod
31	)	CH	O	26	punct
32	và	Cc	O	36	dep
33	năm	N	O	36	tmp
34	2020	M	O	33	det
35	sẽ	R	O	36	adv
36	mở_rộng	V	O	0	root
37	thêm	V	O	36	vmod
38	2	M	O	39	det
39	trường	N	O	36	dob
40	mầm_non	N	O	39	nmod
41	(	CH	O	36	punct
42	Hồng_Tiến	Np	B-PER	39	nmod
43	và	Cc	O	42	coord
44	Thạch_Bàn	Np	B-LOC	43	conj
45	)	CH	O	36	punct
46	.	CH	O	36	punct
1	Các	L	O	2	det
2	bếp	N	O	6	sub
3	ăn	V	O	2	nmod
4	tập_thể	N	O	2	nmod
5	này	P	O	4	det
6	phải	V	O	0	root
7	đáp_ứng	V	O	6	vmod
8	100%	M	O	9	det
9	bếp	N	O	7	dob
10	ăn	V	O	9	nmod
11	tập_thể	N	O	10	vmod
12	được	V	O	6	vmod
13	cấp	V	O	12	vmod
14	Giấy	N	O	13	dob
15	chứng_nhận	V	O	14	nmod
16	cơ_sở	N	O	14	nmod
17	đủ	A	O	14	nmod
18	điều_kiện	N	O	17	dob
19	ATTP	Np	O	18	nmod
20	,	CH	O	12	punct
21	ký	V	O	12	vmod
22	cam_kết	V	O	21	vmod
23	đảm_bảo	V	O	22	vmod
24	ATTP	Ny	O	23	dob
25	;	CH	O	6	punct
26	100%	M	O	27	det
27	cán_bộ	N	O	31	sub
28	lãnh_đạo	N	O	27	nmod
29	,	CH	O	6	punct
30	người	N	O	25	sub
31	chế_biến	V	O	30	nmod
32	,	CH	O	6	punct
33	cô	N	O	34	sub
34	nuôi	V	O	27	nmod
35	được	R	O	34	adv
36	bồi_dưỡng	V	O	34	vmod
37	kiến_thức	N	O	36	dob
38	về	E	O	37	nmod
39	ATTP	Ny	O	38	pob
40	;	CH	O	6	punct
41	100%	M	O	42	det
42	bếp	N	O	45	sub
43	ăn	V	O	42	nmod
44	tập_thể	N	O	43	vmod
45	được	V	O	6	dep
46	kiểm_tra	V	O	45	vmod
47	,	CH	O	46	punct
48	thanh_tra	V	O	46	vmod
49	,	CH	O	46	punct
50	giám_sát	V	O	46	vmod
51	tối_thiểu	A	O	50	vmod
52	4	M	O	53	det
53	lần	N	O	50	ext
54	/	CH	O	53	punct
55	năm	N	O	53	nmod
56	/	CH	O	53	punct
57	trường	N	O	53	nmod
58	;	CH	O	6	punct
59	100%	M	O	61	det
60	các	L	O	61	det
61	trường	N	O	62	sub
62	duy_trì	V	O	6	dep
63	và	Cc	O	62	coord
64	thành_lập	V	O	63	conj
65	Tổ	N	O	64	dob
66	tự	P	O	67	vmod
67	giám_sát	V	O	65	nmod
68	an_toàn	A	O	67	vmod
69	thực_phẩm	N	O	68	amod
70	;	CH	O	6	punct
71	không	R	O	72	adv
72	để	V	O	6	vmod
73	xảy	V	O	72	vmod
74	ra	V	O	73	adv
75	ngộ_độc	V	O	73	vmod
76	thực_phẩm	N	O	75	dob
77	và	Cc	O	76	coord
78	bệnh	N	O	77	conj
79	truyền	V	O	78	nmod
80	qua	V	O	79	mnr
81	thực_phẩm	N	O	80	pob
82	tại	E	O	80	loc
83	bếp	N	O	82	pob
84	ăn	V	O	83	nmod
85	bán_trú	N	O	83	nmod
86	của	E	O	83	nmod
87	trường	N	O	86	pob
88	.	CH	O	6	punct
1	Với	E	O	32	tpc
2	mô_hình	N	O	1	pob
3	kiểm_soát	V	O	2	nmod
4	ATTP	Ny	O	2	nmod
5	bữa	N	O	2	nmod
6	cỗ	N	O	5	nmod
7	tập_trung	V	O	2	nmod
8	đông	A	O	9	nmod
9	người	N	O	7	dob
10	,	CH	O	7	punct
11	quận	N	B-LOC	14	sub
12	Long_Biên	Np	I-LOC	11	nmod
13	đã	R	O	14	adv
14	thành_lập	V	O	7	vmod
15	và	Cc	O	14	coord
16	duy_trì	V	O	15	conj
17	hoạt_động	N	O	16	dob
18	của	E	O	17	nmod
19	tổ	N	O	18	pob
20	giám_sát	V	O	19	nmod
21	tư_vấn	V	O	20	vmod
22	các	L	O	23	det
23	điều_kiện	N	O	21	dob
24	ATTP	Np	O	23	nmod
25	của	E	O	23	nmod
26	14/14	M	O	27	det
27	phường	N	O	25	pob
28	;	CH	O	27	punct
29	100%	M	O	30	det
30	bữa	N	O	32	sub
31	cỗ	N	O	30	nmod
32	tập_trung	V	O	0	root
33	đông	A	O	32	vmod
34	người	N	O	33	amod
35	tiếp_nhận	V	O	34	nmod
36	thông_tin	N	O	35	dob
37	được	V	O	32	vmod
38	tư_vấn	V	O	37	vmod
39	,	CH	O	32	punct
40	giám_sát	V	O	32	vmod
41	về	E	O	40	vmod
42	ATTP	Ny	O	41	pob
43	và	Cc	O	32	coord
44	ký	V	O	43	conj
45	cam_kết	V	O	44	vmod
46	ATTP	Ny	O	44	dob
47	.	CH	O	32	punct
1	Mô_hình	N	O	9	sub
2	tuyến	N	O	1	nmod
3	phố	N	O	2	nmod
4	văn_minh	N	O	3	nmod
5	ATTP	Np	O	4	nmod
6	,	CH	O	2	punct
7	quận	N	B-LOC	9	sub
8	Long_Biên	Np	I-LOC	7	nmod
9	tiếp_tục	V	O	0	root
10	duy_trì	V	O	9	vmod
11	2	M	O	12	det
12	tuyến	N	O	10	dob
13	phố	N	O	12	nmod
14	Nguyễn_Văn_Cừ	Np	O	13	nmod
15	và	Cc	O	14	coord
16	Sài_Đồng	Np	B-LOC	15	conj
17	.	CH	O	9	punct
1	Tại	E	O	22	loc
2	2	M	O	3	det
3	tuyến	N	O	1	pob
4	phố	N	O	3	nmod
5	này	P	O	3	det
6	,	CH	O	22	punct
7	các	L	O	8	det
8	cơ_sở	N	O	22	sub
9	kinh_doanh	V	O	8	nmod
10	dịch_vụ	N	O	9	dob
11	ăn_uống	V	O	10	nmod
12	(	CH	O	8	punct
13	DVAU	Ny	O	8	nmod
14	)	CH	O	8	punct
15	và	Cc	O	10	coord
16	thức_ăn	N	O	15	conj
17	đường_phố	N	O	16	nmod
18	(	CH	O	22	punct
19	TAĐP	Ny	O	8	nmod
20	)	CH	O	22	punct
21	đều	R	O	22	adv
22	dán	V	O	0	root
23	công_khai	A	O	22	vmod
24	giấy	N	O	22	dob
25	chứng_nhận	V	O	24	nmod
26	đủ	A	O	24	nmod
27	điều_kiện	N	O	24	nmod
28	ATTP	Np	O	27	nmod
29	,	CH	O	22	punct
30	bản	N	O	26	amod
31	cam_kết	V	O	30	nmod
32	ATTP	Np	O	30	nmod
33	,	CH	O	22	punct
34	10	M	O	35	det
35	nguyên_tắc	N	O	30	nmod
36	vàng	A	O	35	nmod
37	khi	N	O	35	tmp
38	chế_biến	V	O	37	nmod
39	thực_phẩm	N	O	38	dob
40	...	CH	O	22	punct
1	Trong	E	O	5	tmp
2	đó	P	O	1	pob
3	,	CH	O	5	punct
4	đặc_biệt	A	O	5	vmod
5	chú_trọng	V	O	0	root
6	công_khai	A	O	5	vmod
7	truy_xuất	V	O	5	vmod
8	nguồn_gốc	N	O	7	dob
9	nguyên_liệu	N	O	8	nmod
10	chế_biến	V	O	9	nmod
11	đều	R	O	12	adv
12	có	V	O	5	vmod
13	tên	N	O	12	dob
14	,	CH	O	13	punct
15	số	N	O	13	nmod
16	điện_thoại	N	O	15	nmod
17	,	CH	O	13	punct
18	địa_chỉ	N	O	13	nmod
19	nơi	N	O	18	loc
20	bán	V	O	19	nmod
21	.	CH	O	5	punct
1	Mô_hình	N	O	82	sub
2	hệ_thống	N	O	1	nmod
3	cảnh_báo	V	O	2	nmod
4	nhanh	A	O	3	vmod
5	về	E	O	3	vmod
6	an_toàn	A	O	5	dep
7	thực_phẩm	N	O	6	amod
8	cấp	N	O	7	nmod
9	2	M	O	8	det
10	tại	E	O	7	loc
11	quận	N	O	10	pob
12	và	Cc	O	2	coord
13	cấp	N	O	12	conj
14	3	M	O	13	det
15	tại	E	O	11	loc
16	14	M	O	17	det
17	phường	N	O	15	pob
18	được	V	O	17	nmod
19	duy_trì	V	O	18	vmod
20	và	Cc	O	19	coord
21	đảm_bảo	V	O	20	conj
22	hoạt_động	N	O	21	dob
23	tốt	A	O	22	nmod
24	;	CH	O	1	punct
25	các	L	O	26	det
26	điểm	N	O	22	nmod
27	cảnh_báo	V	O	26	nmod
28	có	V	O	27	vmod
29	quyết_định	N	O	28	dob
30	thành_lập	V	O	29	nmod
31	,	CH	O	27	punct
32	phân_công	V	O	27	vmod
33	nhiệm_vụ	N	O	32	dob
34	cụ_thể	A	O	33	nmod
35	cho	E	O	33	prp
36	tổ_chức	V	O	35	vmod
37	,	CH	O	82	punct
38	cá_nhân	N	O	39	sub
39	tiếp_nhận	V	O	36	vmod
40	,	CH	O	27	punct
41	xử_lý	V	O	27	vmod
42	thông_tin	N	O	41	dob
43	và	Cc	O	27	coord
44	kết_nối	V	O	43	conj
45	thông_tin	N	O	44	dob
46	với	E	O	44	vmod
47	điểm	N	O	46	pob
48	cảnh_báo	N	O	47	nmod
49	của	E	O	47	nmod
50	cấp	N	O	49	pob
51	trên	N	O	50	nmod
52	;	CH	O	1	punct
53	các	L	O	54	det
54	cán_bộ	N	O	57	sub
55	quản_lý	V	O	54	nmod
56	ATTP	Ny	O	55	dob
57	tham_gia	V	O	39	vmod
58	hệ_thống	N	O	57	dob
59	cảnh_báo	V	O	58	nmod
60	nhanh	A	O	59	vmod
61	của	E	O	58	nmod
62	quận	N	O	61	pob
63	và	Cc	O	58	coord
64	phường	N	O	63	conj
65	được	V	O	58	nmod
66	bồi_dưỡng	V	O	65	vmod
67	kiến_thức	N	O	66	dob
68	về	E	O	67	nmod
69	cảnh_báo	V	O	68	vmod
70	nhanh	A	O	69	vmod
71	ATTP	Ny	O	70	amod
72	;	CH	O	1	punct
73	thông_tin	N	O	69	dob
74	cảnh_báo	V	O	73	nmod
75	về	E	O	74	vmod
76	ATTP	Np	O	75	pob
77	,	CH	O	1	punct
78	sự_cố	N	O	82	sub
79	khẩn_cấp	A	O	78	nmod
80	về	E	O	78	nmod
81	ATTP	Ny	O	80	pob
82	theo	V	O	0	root
83	phân_cấp	V	O	82	vmod
84	xử_lý	V	O	83	vmod
85	kịp_thời	A	O	84	vmod
86	trong	E	O	84	vmod
87	vòng	N	O	86	pob
88	24	M	O	89	det
89	giờ	Nu	O	84	tmp
90	khi	N	O	89	nmod
91	nhận	V	O	90	nmod
92	được	R	O	91	adv
93	tin	N	O	91	dob
94	,	CH	O	95	punct
95	cảnh_báo	V	O	82	vmod
96	nhanh	A	O	95	vmod
97	cho	E	O	95	iob
98	cộng_đồng	N	O	97	pob
99	…	CH	O	82	punct
1	Để	E	O	28	prp
2	thực_hiện	V	O	1	vmod
3	tốt	A	O	2	vmod
4	các	L	O	5	det
5	mô_hình	N	O	2	dob
6	điểm	N	O	5	nmod
7	về	E	O	5	nmod
8	an_toàn	A	O	7	dep
9	thực_phẩm	N	O	8	amod
10	lĩnh_vực	N	O	9	nmod
11	y_tế	N	O	10	nmod
12	như	C	O	8	amod
13	trên	N	O	8	amod
14	,	CH	O	28	punct
15	Ban	N	O	28	sub
16	chỉ_đạo	V	O	15	nmod
17	an_toàn	A	O	16	vmod
18	thực_phẩm	N	O	17	amod
19	của	E	O	18	nmod
20	quận	N	B-LOC	19	pob
21	Long_Biên	Np	I-LOC	20	nmod
22	và	Cc	O	1	coord
23	14	M	O	24	det
24	phường	N	O	22	conj
25	trên	E	O	24	loc
26	địa_bàn	N	O	25	pob
27	đã	R	O	28	adv
28	điều_hành	V	O	0	root
29	,	CH	O	28	punct
30	chỉ_đạo	V	O	28	vmod
31	sát_sao	A	O	30	vmod
32	,	CH	O	28	punct
33	định_kỳ	N	O	34	sub
34	tổ_chức	V	O	28	dep
35	giám_sát	V	O	34	vmod
36	,	CH	O	34	punct
37	đánh_giá	V	O	34	vmod
38	tiến_độ	N	O	37	dob
39	thực_hiện	V	O	38	nmod
40	hàng	N	O	39	dob
41	tháng	N	O	40	nmod
42	/	CH	O	40	punct
43	quý	N	O	40	nmod
44	/	CH	O	40	punct
45	năm	N	O	40	nmod
46	;	CH	O	28	punct
47	đưa	V	O	28	vmod
48	tiêu_chí	N	O	47	dob
49	kết_quả	N	O	48	nmod
50	hoạt_động	V	O	48	nmod
51	các	L	O	52	det
52	mô_hình	N	O	50	dob
53	đảm_bảo	V	O	52	nmod
54	ATTP	Ny	O	53	dob
55	vào	E	O	50	vmod
56	đánh_giá	N	O	55	pob
57	thi_đua	V	O	56	nmod
58	đối_với	E	O	50	vmod
59	các	L	O	60	det
60	phường	N	O	58	pob
61	và	Cc	O	60	coord
62	các	L	O	63	det
63	tổ_dân_phố	N	O	61	conj
64	;	CH	O	28	punct
65	đồng_thời	C	O	28	coord
66	tổ_chức	V	O	65	conj
67	tuyên_truyền	V	O	66	vmod
68	qua	E	O	67	mnr
69	nhiều	A	O	70	nmod
70	hình_thức	N	O	68	pob
71	(	CH	O	70	punct
72	phát_thanh	V	O	70	nmod
73	,	CH	O	70	punct
74	cổng	N	O	70	nmod
75	thông_tin	N	O	74	nmod
76	điện_tử	N	O	75	nmod
77	,	CH	O	70	punct
78	tờ_rơi	N	O	70	nmod
79	,	CH	O	70	punct
80	niêm_yết	V	O	70	nmod
81	công_khai	A	O	80	vmod
82	tại	E	O	80	loc
83	các	L	O	84	det
84	tổ_dân_phố	N	O	82	pob
85	,	CH	O	84	punct
86	hội_nghị	N	O	84	nmod
87	truyền_thông	N	O	86	nmod
88	trực_tiếp	A	O	86	nmod
89	…	CH	O	28	punct
90	)	CH	O	28	punct
91	về	E	O	28	vmod
92	nội_dung	N	O	91	pob
93	,	CH	O	92	punct
94	mục_đích	N	O	92	nmod
95	,	CH	O	92	punct
96	tiêu_chí	N	O	92	nmod
97	của	E	O	96	nmod
98	từng	P	O	99	det
99	mô_hình	N	O	97	pob
100	để	E	O	28	prp
101	người	N	O	99	nmod
102	kinh_doanh	V	O	101	nmod
103	,	CH	O	28	punct
104	chế_biến	V	O	28	vmod
105	thực_phẩm	N	O	104	dob
106	,	CH	O	28	punct
107	các	L	O	108	det
108	trường_học	N	O	118	sub
109	thực_hiện	V	O	108	nmod
110	,	CH	O	28	punct
111	các	L	O	112	det
112	tổ_chức	N	O	101	nmod
113	chính_trị	N	O	112	nmod
114	-	CH	O	113	punct
115	xã_hội	N	O	113	nmod
116	và	Cc	O	112	coord
117	người_dân	N	O	116	conj
118	phối_hợp	V	O	28	dep
119	tuyên_truyền	V	O	118	vmod
120	,	CH	O	118	punct
121	giám_sát	V	O	118	vmod
122	.	CH	O	28	punct
1	TTYT	Ny	B-ORG	4	sub
2	quận	N	I-ORG	1	nmod
3	Long_Biên	Np	I-ORG	2	nmod
4	phối_hợp	V	O	0	root
5	với	E	O	4	vmod
6	Phòng	N	B-ORG	5	pob
7	y_tế	N	I-ORG	6	nmod
8	quận	N	I-ORG	6	nmod
9	đã	R	O	10	adv
10	tổ_chức	V	O	4	vmod
11	hướng_dẫn	V	O	10	vmod
12	chuyên_môn	N	O	11	dob
13	cho	E	O	11	iob
14	các	L	O	15	det
15	phường	N	O	13	pob
16	,	CH	O	15	punct
17	các	L	O	18	det
18	trường_học	N	O	15	nmod
19	,	CH	O	15	punct
20	cơ_sở	N	O	15	nmod
21	kinh_doanh	V	O	20	nmod
22	thực_hiện	V	O	15	nmod
23	mô_hình	N	O	22	dob
24	;	CH	O	4	punct
25	tổ_chức	V	O	4	vmod
26	khám	V	O	25	vmod
27	sức_khoẻ	N	O	26	dob
28	và	Cc	O	4	coord
29	tập_huấn	V	O	28	conj
30	kiến_thức	N	O	29	dob
31	về	E	O	30	nmod
32	ATTP	Np	O	31	pob
33	cho	E	O	29	iob
34	người	N	O	33	pob
35	kinh_doanh	V	O	34	nmod
36	,	CH	O	4	punct
37	chế_biến	V	O	4	vmod
38	thực_phẩm	N	O	37	dob
39	;	CH	O	4	punct
40	hướng_dẫn	V	O	4	vmod
41	các	L	O	42	det
42	trường_học	N	O	40	dob
43	,	CH	O	4	punct
44	cơ_sở	N	O	42	nmod
45	kinh_doanh	V	O	44	nmod
46	thực_hiện	V	O	45	vmod
47	việc	N	O	46	dob
48	ký	V	O	47	nmod
49	cam_kết	V	O	48	vmod
50	trách_nhiệm	N	O	49	dob
51	đảm_bảo	V	O	50	nmod
52	ATTP	Np	O	51	dob
53	.	CH	O	4	punct
1	Bùi_Thị_Trà_Giang	Np	B-PER	2	sub
2	ad	V	O	0	root
3	syt	N	O	2	dob
4	ad	N	O	3	nmod
