1	Các	L	O	2	det
4	và	Cc	O	2	coord
5	liều_lượng	N	O	4	conj
6	:	CH	O	5	punct
7	Lần_lượt	R	O	8	adv
8	dùng	V	O	5	nmod
9	trong	E	O	8	loc
10	bữa	N	O	9	pob
11	sáng	N	O	10	nmod
12	và	Cc	O	10	coord
13	bữa	N	O	12	conj
14	tối	A	O	13	nmod
15	.	CH	O	5	punct
16	7	M	O	5	nmod
17	/	CH	O	5	punct
18	Khổ_sâm	Np	O	5	nmod
19	nấu	V	O	0	root
20	trứng	N	O	19	dob
21	gà	N	O	20	nmod
22	-	CH	O	20	punct
23	Nguyên_liệu	Np	O	20	nmod
24	:	CH	O	20	punct
25	Khổ_Sâm	Np	O	20	nmod
26	6	M	O	27	det
27	gam	Nu	O	19	tmp
28	,	CH	O	19	punct
29	Trứng	N	O	27	nmod
30	gà	N	O	29	nmod
31	2	M	O	32	det
32	quả	N	O	29	nmod
33	,	CH	O	19	punct
34	Đường	Np	O	32	nmod
35	đỏ	A	O	34	nmod
36	60	M	O	37	det
37	gam	Nu	O	29	nmod
38	.	CH	O	19	punct
1	-	CH	O	35	punct
2	Phối_chế	N	O	35	sub
3	:	CH	O	2	punct
4	Khổ_Sâm	N	O	2	nmod
5	đun	V	O	4	nmod
6	với	E	O	5	vmod
7	400ml	M	O	11	det
8	trong	E	O	5	tmp
9	khoảng	N	O	8	pob
10	30	M	O	11	det
11	phút	Nu	O	9	nmod
12	,	CH	O	8	punct
13	lọc	V	O	8	vmod
14	bã	N	O	13	dob
15	lấy	V	O	14	nmod
16	nước	N	O	15	dob
17	,	CH	O	18	punct
18	cho	E	O	13	iob
19	trứng	N	O	18	pob
20	gà	N	O	19	nmod
21	và	Cc	O	19	coord
22	đường	N	O	21	conj
23	đỏ	A	O	22	nmod
24	vào	E	O	22	loc
25	cùng	A	O	24	dep
26	đun	V	O	25	amod
27	với	E	O	26	vmod
28	nước	N	O	27	pob
29	sâm	N	O	28	nmod
30	cho	E	O	27	pmod
31	đến	E	O	30	dep
32	trứng	N	O	30	pob
33	gà	N	O	32	nmod
34	chín	M	O	32	nmod
35	là	V	O	0	root
36	được	R	O	35	adv
37	.	CH	O	35	punct
1	-	CH	O	2	punct
2	Công_hiệu	N	O	6	sub
3	:	CH	O	2	punct
4	Thanh	Np	O	2	nmod
5	nhiệt	A	O	6	vmod
6	giải_độc	V	O	0	root
7	,	CH	O	6	punct
8	thấm	V	O	6	vmod
9	thấp	A	O	8	vmod
10	trị	V	O	8	vmod
11	ngứa_ngáy	V	O	10	vmod
12	,	CH	O	6	punct
13	trị	V	O	6	vmod
14	bệnh	N	O	13	dob
15	trĩ	N	O	14	nmod
16	.	CH	O	6	punct
1	-	CH	O	5	punct
2	Cách	N	O	0	root
3	dùng	V	O	2	nmod
4	và	Cc	O	2	coord
5	liều_lượng	N	O	4	conj
6	:	CH	O	5	punct
7	Bóc	N	O	5	nmod
8	vỏ	N	O	7	nmod
9	trứng	N	O	8	nmod
10	gà	N	O	9	nmod
11	khi	N	O	7	tmp
12	còn	R	O	13	amod
13	nóng	A	O	11	nmod
14	,	CH	O	17	punct
15	một	M	O	16	det
16	lần	N	O	13	tmp
17	ăn	V	O	16	nmod
18	hết	V	O	17	vmod
19	trứng	N	O	17	dob
20	gà	N	O	19	nmod
21	và	Cc	O	19	coord
22	nước	N	O	21	conj
23	sâm	N	O	22	nmod
24	.	CH	O	21	punct
1	Mỗi	M	O	2	det
2	ngày	N	O	8	tmp
3	một	M	O	4	det
4	lần	N	O	2	prd
5	,	CH	O	8	punct
6	4	M	O	7	det
7	ngày	N	O	8	tmp
8	là	V	O	0	root
9	một	M	O	10	det
10	đợt	N	O	8	dob
11	điều_trị	V	O	10	nmod
12	.	CH	O	8	punct
1	Chứng	N	O	24	sub
2	nhiệt	N	O	1	nmod
3	bức	Nc	O	1	nmod
4	huyết	N	O	3	nmod
5	hành	V	O	3	nmod
6	với	E	O	5	vmod
7	những	L	O	8	det
8	biểu_hiện	N	O	6	pob
9	trong	E	O	8	nmod
10	lâm_sàng	A	O	9	dep
11	là	C	O	10	amod
12	:	CH	O	8	punct
13	bệnh	N	O	8	nmod
14	trĩ	N	O	13	nmod
15	,	CH	O	8	punct
16	hậu_môn	N	O	8	nmod
17	nóng	A	O	16	nmod
18	rát	A	O	17	amod
19	,	CH	O	8	punct
20	đại_tiện	N	O	8	nmod
21	ra	V	O	8	nmod
22	máu	N	O	21	vmod
23	tươi	A	O	22	nmod
24	kèm	V	O	0	root
25	theo	V	O	24	vmod
26	phát	V	O	25	vmod
27	sốt	V	O	26	vmod
28	,	CH	O	24	punct
29	táo_bón	N	O	32	sub
30	,	CH	O	24	punct
31	nước_tiểu	N	O	24	dep
32	ngắn	A	O	31	nmod
33	,	CH	O	24	punct
34	màu	N	O	31	prd
35	đỏ	A	O	34	nmod
36	,	CH	O	24	punct
37	chất	N	O	34	nmod
38	lưỡi	N	O	37	nmod
39	đỏ	A	O	37	nmod
40	,	CH	O	24	punct
41	rêu	V	O	24	vmod
42	lưỡi	N	O	41	dob
43	vàng	N	O	42	nmod
44	hoặc	Cc	O	42	coord
45	vàng	N	O	44	conj
46	khô	A	O	45	nmod
47	.	CH	O	24	punct
48	8	M	O	34	nmod
49	/	CH	O	24	punct
50	Cháo_Hoàng	V	O	24	vmod
51	kỳ	N	O	50	dob
52	-	CH	O	24	punct
53	Nguyên_liệu	Np	B-PER	37	nmod
54	:	CH	O	24	punct
55	Hoàng	Np	B-PER	51	nmod
56	kỳ	N	O	24	dep
57	30	M	O	58	det
58	gam	Nu	O	56	nmod
59	.	CH	O	24	punct
1	Gạo	N	O	0	root
2	lốc	N	O	1	nmod
3	100	M	O	4	det
4	gam	Nu	O	1	nmod
5	.	CH	O	1	punct
1	-	CH	O	6	punct
2	Phối_chế	N	O	6	sub
3	:	CH	O	2	punct
4	Thái_Hoàng	N	O	2	nmod
5	kỳ	N	O	4	nmod
6	thành	V	O	0	root
7	dạng	N	O	6	dob
8	nhát	A	O	7	nmod
9	,	CH	O	6	punct
10	cho	E	O	6	vmod
11	1000mm	M	O	12	det
12	nước	N	O	10	pob
13	sắc	A	O	12	nmod
14	còn	V	O	12	nmod
15	lại	R	O	14	adv
16	750mm	N	O	14	dob
17	,	CH	O	14	punct
18	lọc	V	O	14	vmod
19	bã	N	O	18	dob
20	,	CH	O	6	punct
21	cho	E	O	18	iob
22	gạo	N	O	21	pob
23	lốc	N	O	22	nmod
24	vào	E	O	21	adv
25	nấu	V	O	24	vmod
26	cháo	N	O	25	dob
27	.	CH	O	6	punct
1	-	CH	O	2	punct
2	Công_hiệu	N	O	0	root
3	:	CH	O	2	punct
4	Ích	N	O	2	nmod
5	khí	N	O	4	nmod
6	nâng	V	O	4	nmod
7	khí	N	O	6	vmod
8	.	CH	O	6	punct
1	-	CH	O	8	punct
2	Cách	N	O	8	sub
3	dùng	V	O	2	nmod
4	và	Cc	O	2	coord
5	liều_lượng	N	O	4	conj
6	:	CH	O	5	punct
7	Lần_lượt	R	O	8	adv
8	dùng	V	O	0	root
9	hết	R	O	8	adv
10	khi	N	O	8	tmp
11	đói	V	O	10	nmod
12	.	CH	O	8	punct
1	(	CH	O	2	punct
2	Theo	V	O	0	root
3	tribenhtri.vn	N	O	2	dob
4	)	CH	O	2	punct
5	Món	Np	O	2	sub
6	ngon	A	O	7	vmod
7	trị	V	O	2	vmod
8	các	L	O	9	det
9	loại	N	O	7	dob
10	bệnh	N	O	9	nmod
11	trĩ	N	O	9	nmod
12	1	M	O	11	det
13	.	CH	O	2	punct
1	Nếu	C	O	4	dep
2	bệnh	N	O	4	sub
3	trĩ	N	O	2	nmod
4	đi_cầu	V	O	0	root
5	phân	N	O	4	dob
6	táo	N	O	5	nmod
7	cứng	A	O	5	nmod
8	,	CH	O	4	punct
9	người	N	O	5	nmod
10	nóng	A	O	9	nmod
11	,	CH	O	10	punct
12	tốt	A	O	10	amod
13	nhất	R	O	12	amod
14	nên	C	O	4	coord
15	chọn	V	O	14	conj
16	món	N	O	15	dob
17	ăn	V	O	16	nmod
18	bài_thuốc	N	O	16	nmod
19	có	V	O	15	prp
20	tác_dụng	N	O	19	dob
21	bổ	V	O	20	nmod
22	mát	A	O	21	vmod
23	,	CH	O	20	punct
24	nhuận_trường	N	O	20	nmod
25	,	CH	O	20	punct
26	tiêu	V	O	20	nmod
27	viêm	N	O	26	dob
28	.	CH	O	4	punct
1	-	CH	O	29	punct
2	Bài	N	O	29	sub
3	1	M	O	2	det
4	(	CH	O	2	punct
5	Cá_lóc	N	O	2	nmod
6	cuốn	V	O	5	nmod
7	rau	N	O	6	dob
8	)	CH	O	2	punct
9	:	CH	O	2	punct
10	Cá_lóc	N	O	12	dep
11	1	M	O	12	det
12	con	Nc	O	14	sub
13	200g	N	O	12	nmod
14	làm	V	O	2	nmod
15	sạch	A	O	14	vmod
16	hấp	V	O	14	vmod
17	chín	M	O	16	vmod
18	,	CH	O	14	punct
19	rau_diếp	N	O	16	dob
20	,	CH	O	2	punct
21	húng_quế	N	O	2	nmod
22	mỗi	L	O	23	det
23	vị	Nc	O	2	nmod
24	50g	Ny	O	23	nmod
25	thêm	V	O	29	adv
26	gia_vị	N	O	25	dob
27	bánh_đa_nem	N	O	26	nmod
28	vừa	R	O	29	amod
29	đủ	A	O	0	root
30	,	CH	O	29	punct
31	bằng	E	O	29	amod
32	cách	N	O	31	pob
33	cuốn	V	O	32	nmod
34	ăn	V	O	33	vmod
35	.	CH	O	29	punct
1	-	CH	O	5	punct
2	Bài	N	O	0	root
3	2	M	O	2	det
4	(	CH	O	2	punct
5	Canh	N	O	2	nmod
6	mướp_hương	N	O	5	nmod
7	)	CH	O	2	punct
8	:	CH	O	2	punct
9	Mướp_hương	N	O	2	nmod
10	100g	M	O	9	det
11	,	CH	O	2	punct
12	rau_đay	N	O	2	nmod
13	100g	M	O	12	det
14	,	CH	O	2	punct
15	rau	N	O	2	nmod
16	bát	N	O	15	nmod
17	50g	M	O	15	det
18	,	CH	O	16	punct
19	thịt	N	O	25	sub
20	cua_đồng	N	O	19	nmod
21	50g	M	O	19	det
22	,	CH	O	2	punct
23	gia_vị	N	O	19	nmod
24	vừa	R	O	25	amod
25	đủ	A	O	2	nmod
26	nấu	V	O	25	vmod
27	canh	N	O	26	dob
28	ăn	V	O	27	nmod
29	tuần	N	O	28	dob
30	vài	L	O	31	det
31	lần	N	O	26	ext
32	.	CH	O	30	punct
1	-	CH	O	5	punct
2	Bài	N	O	26	sub
3	3	M	O	2	det
4	(	CH	O	2	punct
5	Đu_đủ	N	O	2	nmod
6	hầm	N	O	5	nmod
7	)	CH	O	2	punct
8	:	CH	O	2	punct
9	Ðu	N	O	17	sub
10	đủ	A	O	9	nmod
11	ương	N	O	10	amod
12	150g	M	O	11	det
13	,	CH	O	2	punct
14	trực_tràng	A	O	10	amod
15	heo	N	O	14	amod
16	100g	A	O	15	nmod
17	làm	V	O	2	nmod
18	sạch	A	O	17	vmod
19	cắt	V	O	17	vmod
20	khúc	N	O	19	dob
21	,	CH	O	2	punct
22	gia_vị	N	O	2	nmod
23	gừng	V	O	22	nmod
24	hành	V	O	23	vmod
25	vừa	R	O	26	amod
26	đủ	A	O	29	prp
27	hầm	N	O	26	amod
28	ăn	V	O	27	nmod
29	.	CH	O	0	punct
1	-	CH	O	20	punct
2	Bài	N	O	20	sub
3	4	M	O	2	det
4	(	CH	O	2	punct
5	Sinh_tố	N	O	2	nmod
6	trái_cây	N	O	5	nmod
7	)	CH	O	2	punct
8	:	CH	O	2	punct
9	Ðu	V	O	2	punct
10	đủ	A	O	9	vmod
11	chín	M	O	12	det
12	50g	Nu	O	10	amod
13	,	CH	O	2	punct
14	hồng_xiêm	N	O	2	nmod
15	chín	M	O	16	det
16	50g	Nu	O	2	nmod
17	,	CH	O	2	punct
18	dâu_tây	N	O	2	nmod
19	50	M	O	18	det
20	xay	V	O	0	root
21	sinh_tố	N	O	20	dob
22	uống	V	O	21	nmod
23	ngày	N	O	22	tmp
24	1	M	O	23	det
25	-	CH	O	23	punct
26	2	M	O	27	det
27	lần	N	O	23	nmod
28	.	CH	O	20	punct
1	Ngoài_ra	X	O	3	dep
2	,	CH	O	3	punct
3	tăng_cường	V	O	0	root
4	ăn	V	O	3	vmod
5	các	L	O	6	det
6	món	N	O	4	dob
7	khác	A	O	6	nmod
8	chế_biến	V	O	6	nmod
9	chủ_yếu	A	O	6	nmod
10	có	V	O	6	nmod
11	nhiều	A	O	12	nmod
12	rau	N	O	10	dob
13	như	C	O	6	nmod
14	dấp	V	O	6	nmod
15	cá	N	O	14	vmod
16	,	CH	O	15	punct
17	rau_diếp	N	O	15	nmod
18	,	CH	O	15	punct
19	rau	N	O	15	nmod
20	đắng	A	O	19	nmod
21	,	CH	O	15	punct
22	giá	N	O	15	nmod
23	đậu	N	O	22	nmod
24	,	CH	O	22	punct
25	mồng_tơi	N	O	22	nmod
26	,	CH	O	22	punct
27	rau_đay	N	O	22	nmod
28	,	CH	O	15	punct
29	rau	N	O	15	nmod
30	lang	N	O	29	nmod
31	,	CH	O	15	punct
32	đậu_bắp	N	O	15	nmod
33	và	Cc	O	3	coord
34	trái_cây	N	O	37	sub
35	tươi	A	O	34	nmod
36	đều	R	O	37	amod
37	tốt	A	O	3	prd
38	.	CH	O	3	punct
39	2	M	O	34	det
40	.	CH	O	3	punct
1	Nếu	C	O	6	dep
2	bệnh	N	O	7	sub
3	trĩ	N	O	2	nmod
4	mạn_tính	N	O	3	nmod
5	,	CH	O	7	punct
6	rối_loạn	V	O	0	root
7	tiêu_hoá	V	O	6	vmod
8	kéo_dài	V	O	7	vmod
9	,	CH	O	6	punct
10	cơ_thể	N	O	14	sub
11	hư	A	O	10	nmod
12	,	CH	O	6	punct
13	nên	C	O	6	coord
14	chọn	V	O	13	conj
